,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 25_level_0
17,18,Mohamed Achi,fr FRA,FW,Nantes,fr Ligue 1,20,2002,0.4,1,2.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
18,19,Marcos Acuña,ar ARG,DF,Sevilla,es La Liga,30,1991,21.2,65,3.04,45,14,3,3,0,0,4,0.19,4,0,0,0,0,0,Matches
19,20,Che Adams,sct SCO,FW,Southampton,eng Premier League,26,1996,22.1,57,2.57,44,1,2,5,5,0,7,0.32,5,0,0,0,2,0,Matches
20,21,Tyler Adams,us USA,MF,Leeds United,eng Premier League,23,1999,24.0,43,1.79,42,0,0,0,1,0,1,0.04,1,0,0,0,0,0,Matches
21,22,Sargis Adamyan,am ARM,"FW,MF",Köln,de Bundesliga,29,1993,7.2,22,3.07,16,0,0,6,0,0,3,0.42,1,0,0,2,0,0,Matches
22,23,Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,24,1997,23.2,18,0.78,15,0,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
23,24,Martin Adeline,fr FRA,"MF,FW",Reims,fr Ligue 1,18,2003,1.2,2,1.68,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
24,25,Karim Adeyemi,de GER,"FW,MF",Dortmund,de Bundesliga,20,2002,15.4,59,3.83,40,0,8,5,4,2,12,0.78,9,0,2,1,0,0,Matches
25,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
26,26,Amine Adli,ma MAR,"FW,MF",Leverkusen,de Bundesliga,22,2000,15.9,56,3.50,36,3,4,4,8,1,11,0.69,6,0,3,0,2,0,Matches
27,27,Yacine Adli,fr FRA,"MF,FW",Milan,it Serie A,22,2000,1.6,3,1.87,2,1,0,0,0,0,1,0.62,1,0,0,0,0,0,Matches
28,28,Michel Aebischer,ch SUI,"FW,MF",Bologna,it Serie A,25,1997,17.1,35,2.04,25,3,2,2,2,1,3,0.18,1,0,0,1,1,0,Matches
29,29,Felix Afena-Gyan,gh GHA,"FW,MF",Cremonese,it Serie A,19,2003,9.1,15,1.65,10,0,1,4,0,0,1,0.11,0,0,0,1,0,0,Matches
30,30,Emmanuel Agbadou,ci CIV,DF,Reims,fr Ligue 1,25,1997,26.5,31,1.17,26,1,0,4,0,0,3,0.11,2,0,0,1,0,0,Matches
31,31,Julen Agirrezabala,es ESP,GK,Athletic Club,es La Liga,21,2000,7.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
32,32,Lucien Agoume,fr FRA,MF,Troyes,fr Ligue 1,20,2002,12.2,27,2.22,23,3,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches
33,33,Felix Agu,ng NGA,"DF,FW",Werder Bremen,de Bundesliga,22,1999,0.5,4,7.20,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
34,34,Álvaro Aguado,es ESP,MF,Valladolid,es La Liga,26,1996,21.0,76,3.62,56,13,3,0,4,0,4,0.19,2,2,0,0,0,0,Matches
35,35,Kevin Agudelo,co COL,"MF,FW",Spezia,it Serie A,23,1998,23.7,59,2.49,41,1,9,4,4,0,3,0.13,2,0,0,0,1,0,Matches
36,36,Nayef Aguerd,ma MAR,DF,West Ham,eng Premier League,26,1996,17.7,14,0.79,12,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
37,37,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,29,1993,13.0,18,1.38,14,1,0,1,1,1,2,0.15,2,0,0,0,0,0,Matches
38,38,Naouirou Ahamada,fr FRA,"MF,FW",Crystal Palace,eng Premier League,20,2002,1.0,2,1.91,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
39,39,Naouirou Ahamada,fr FRA,MF,Stuttgart,de Bundesliga,20,2002,15.5,38,2.45,31,0,3,2,1,1,7,0.45,7,0,0,0,0,0,Matches
40,40,Amar Ahmed,se SWE,FW,Troyes,fr Ligue 1,18,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
41,41,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,28,1994,14.4,28,1.94,21,1,0,1,2,3,2,0.14,2,0,0,0,0,0,Matches
42,42,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,26,1995,34.7,10,0.29,8,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
43,43,Ola Aina,ng NGA,DF,Torino,it Serie A,25,1996,9.7,27,2.77,21,2,3,0,1,0,3,0.31,2,0,1,0,0,0,Matches
44,44,Rayan Aït-Nouri,dz ALG,DF,Wolves,eng Premier League,21,2001,12.0,23,1.93,14,2,4,1,2,0,0,0.00,0,0,0,0,0,0,Matches
45,45,Emanuel Aiwum,at AUT,DF,Cremonese,it Serie A,21,2000,18.4,11,0.60,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
46,46,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,24,1998,8.5,4,0.47,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
47,47,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,28,1994,8.6,22,2.57,20,0,0,2,0,0,2,0.23,1,0,0,1,0,0,Matches
48,48,Ludovic Ajorque,fr FRA,"FW,MF",Mainz 05,de Bundesliga,28,1994,13.5,34,2.53,26,0,0,5,3,0,3,0.22,2,0,0,1,0,0,Matches
49,49,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,27,1995,25.4,23,0.91,22,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
50,50,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,27,1995,20.8,24,1.15,20,1,0,2,0,1,2,0.10,2,0,0,0,0,0,Matches
51,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
52,51,Sergio Akieme,es ESP,DF,Almería,es La Liga,24,1997,25.5,36,1.41,29,1,1,3,0,2,3,0.12,2,0,1,0,0,0,Matches
53,52,Babatunde Akinsola,ng NGA,FW,Valladolid,es La Liga,19,2003,0.1,1,8.18,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
54,53,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,20,2002,4.5,9,2.01,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
55,54,Paul Akouokou,ci CIV,"MF,DF",Betis,es La Liga,24,1997,5.0,2,0.40,0,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
56,55,Jean-Daniel Akpa-Akpro,ci CIV,"MF,FW",Empoli,it Serie A,29,1992,15.1,28,1.86,18,0,3,2,2,3,5,0.33,3,0,1,1,0,0,Matches
57,56,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,27,1995,21.7,17,0.79,14,0,3,0,0,0,1,0.05,1,0,0,0,0,0,Matches
58,57,David Alaba,at AUT,DF,Real Madrid,es La Liga,30,1992,20.4,27,1.32,23,3,0,1,0,0,4,0.20,3,0,0,1,0,0,Matches
59,58,Ángel Alarcón,es ESP,"FW,MF",Barcelona,es La Liga,18,2004,0.3,1,3.46,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
60,59,Tomás Alarcón,cl CHI,MF,Cádiz,es La Liga,23,1999,2.5,4,1.61,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
61,60,Lucas Alario,ar ARG,"FW,MF",Eint Frankfurt,de Bundesliga,29,1992,3.7,8,2.17,6,0,1,1,0,0,2,0.54,1,0,0,1,0,0,Matches
62,61,Jordi Alba,es ESP,DF,Barcelona,es La Liga,33,1989,15.8,59,3.74,52,5,1,1,0,0,6,0.38,5,1,0,0,0,0,Matches
63,62,Luis Alberto,es ESP,MF,Lazio,it Serie A,29,1992,27.1,115,4.24,80,30,0,4,0,1,15,0.55,13,2,0,0,0,0,Matches
64,63,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,36,1985,23.5,12,0.51,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
65,64,Marc Albrighton,eng ENG,"FW,MF",Leicester City,eng Premier League,32,1989,2.6,7,2.66,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
66,65,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,31,1991,13.9,40,2.87,33,0,3,1,1,2,2,0.14,2,0,0,0,0,0,Matches
67,66,Carlos Alcaraz,ar ARG,"MF,FW",Southampton,eng Premier League,19,2002,11.4,22,1.92,14,0,2,3,2,1,4,0.35,3,0,0,1,0,0,Matches
68,67,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,31,1991,22.7,47,2.07,34,9,1,1,2,0,2,0.09,2,0,0,0,0,0,Matches
69,68,Omar Alderete,py PAR,DF,Getafe,es La Liga,25,1996,22.7,24,1.06,22,0,0,2,0,0,3,0.13,3,0,0,0,0,0,Matches
70,69,Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,27,1995,14.6,40,2.75,27,3,3,5,2,0,0,0.00,0,0,0,0,0,0,Matches
71,70,Doğan Alemdar,tr TUR,GK,Rennes,fr Ligue 1,19,2002,4.5,1,0.22,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
72,71,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,24,1998,23.5,44,1.87,30,2,1,2,9,0,4,0.17,4,0,0,0,0,0,Matches
73,72,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,23,1998,32.5,124,3.82,81,34,3,5,1,0,17,0.52,14,2,1,0,0,0,Matches
74,73,Alejandro Alfaro,es ESP,MF,Elche,es La Liga,20,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
75,74,Ángel Algobia,es ESP,MF,Getafe,es La Liga,23,1999,12.6,16,1.27,13,0,1,2,0,0,1,0.08,1,0,0,0,0,0,Matches
76,75,Mohamed Ali Cho,fr FRA,"FW,MF",Real Sociedad,es La Liga,18,2004,6.5,19,2.90,12,1,2,2,1,1,2,0.31,2,0,0,0,0,0,Matches
77,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
78,76,Faride Alidou,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,21,2001,2.0,8,3.87,7,0,1,0,0,0,1,0.48,1,0,0,0,0,0,Matches
79,77,Alisson,br BRA,GK,Liverpool,eng Premier League,29,1992,37.0,3,0.08,3,0,0,0,0,0,2,0.05,2,0,0,0,0,0,Matches
80,78,Jim Allevinah,ga GAB,"DF,FW",Clermont Foot,fr Ligue 1,27,1995,24.9,48,1.93,39,1,3,2,3,0,2,0.08,1,0,0,1,0,0,Matches
81,79,Dele Alli,eng ENG,MF,Everton,eng Premier League,26,1996,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
82,80,Domingos André Ribeiro Almeida,pt POR,MF,Valencia,es La Liga,22,2000,28.2,91,3.22,67,17,1,1,2,3,5,0.18,3,2,0,0,0,0,Matches
83,81,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,28,1994,27.7,87,3.14,63,2,10,9,3,0,13,0.47,5,1,5,2,0,0,Matches
84,82,Marcos Alonso,es ESP,DF,Barcelona,es La Liga,31,1990,13.0,14,1.08,13,0,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches
85,83,Mickaël Alphonse,gp GLP,DF,Ajaccio,fr Ligue 1,33,1989,15.1,19,1.25,15,1,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
86,84,Agustín Álvarez,uy URU,"FW,MF",Sassuolo,it Serie A,21,2001,4.1,9,2.20,3,0,2,3,1,0,2,0.49,1,0,0,1,0,0,Matches
87,85,Éder Álvarez Balanta,co COL,"MF,FW",Schalke 04,de Bundesliga,29,1993,2.6,8,3.03,6,1,0,0,0,1,1,0.38,1,0,0,0,0,0,Matches
88,86,Carlos Álvarez,es ESP,MF,Sevilla,es La Liga,18,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
89,87,Gastón Álvarez,uy URU,DF,Getafe,es La Liga,22,2000,16.7,16,0.96,9,5,0,1,0,1,1,0.06,1,0,0,0,0,0,Matches
90,88,Julián Álvarez,ar ARG,"FW,MF",Manchester City,eng Premier League,22,2000,16.3,52,3.20,39,0,6,5,2,0,5,0.31,2,0,1,1,1,0,Matches
91,89,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,27,1995,25.9,28,1.08,24,1,0,1,1,1,2,0.08,2,0,0,0,0,0,Matches
92,90,Ibrahim Amadou,fr FRA,"DF,MF",Angers,fr Ligue 1,29,1993,4.7,3,0.64,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
93,91,Selim Amallah,ma MAR,"MF,FW",Valladolid,es La Liga,25,1996,3.0,11,3.69,5,0,4,0,0,2,2,0.67,1,0,1,0,0,0,Matches
94,92,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,27,1994,17.9,15,0.84,15,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
95,93,Amath,sn SEN,"MF,FW",Mallorca,es La Liga,26,1996,13.6,24,1.76,11,0,5,4,3,1,3,0.22,1,0,1,0,1,0,Matches
96,94,Jordan Amavi,fr FRA,DF,Getafe,es La Liga,28,1994,2.2,2,0.90,2,0,0,0,0,0,1,0.45,1,0,0,0,0,0,Matches
97,95,Lukáš Ambros,cz CZE,MF,Wolfsburg,de Bundesliga,18,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
98,96,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,24,1998,26.4,45,1.71,34,3,2,4,0,2,3,0.11,1,0,0,2,0,0,Matches
99,97,Bruno Amione,ar ARG,DF,Hellas Verona,it Serie A,20,2002,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
100,98,Bruno Amione,ar ARG,DF,Sampdoria,it Serie A,20,2002,23.2,12,0.52,6,1,0,4,1,0,2,0.09,1,0,0,1,0,0,Matches
101,99,Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,25,1996,10.9,36,3.32,23,4,4,1,4,0,5,0.46,3,0,1,0,1,0,Matches
102,100,Samuel Amo-Ameyaw,eng ENG,MF,Southampton,eng Premier League,16,2006,0.0,1,22.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
103,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
104,101,Ethan Ampadu,wls WAL,"DF,MF",Spezia,it Serie A,21,2000,29.3,40,1.36,33,0,0,4,2,1,4,0.14,4,0,0,0,0,0,Matches
105,102,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,25,1996,22.2,44,1.98,38,0,0,0,2,4,4,0.18,3,0,0,0,0,1,Matches
106,103,Ayoub Amraoui,ma MAR,"DF,FW",Nice,fr Ligue 1,18,2004,3.3,4,1.22,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
107,104,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,26,1996,30.9,25,0.81,20,3,0,0,1,1,1,0.03,0,1,0,0,0,0,Matches
108,105,Elliot Anderson,eng ENG,"MF,FW",Newcastle Utd,eng Premier League,19,2002,4.6,22,4.83,16,0,2,0,4,0,1,0.22,1,0,0,0,0,0,Matches
109,106,Felipe Anderson,br BRA,FW,Lazio,it Serie A,29,1993,32.9,99,3.01,79,1,10,6,3,0,15,0.46,8,0,4,2,1,0,Matches
110,107,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,31,1990,32.4,70,2.16,62,0,0,3,3,2,6,0.19,5,0,0,0,1,0,Matches
111,108,Marcos André,br BRA,"FW,MF",Valencia,es La Liga,25,1996,5.0,12,2.42,8,0,3,1,0,0,0,0.00,0,0,0,0,0,0,Matches
112,109,Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,27,1995,16.1,32,1.99,26,0,2,2,2,0,4,0.25,2,0,0,2,0,0,Matches
113,110,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,27,1994,26.7,45,1.68,37,0,0,4,1,3,4,0.15,3,0,0,0,0,1,Matches
114,111,Angeliño,es ESP,DF,Hoffenheim,de Bundesliga,25,1997,29.1,88,3.03,61,20,1,2,3,1,10,0.34,8,1,0,1,0,0,Matches
115,112,Fabrizio Angileri,ar ARG,DF,Getafe,es La Liga,28,1994,6.5,5,0.77,3,0,1,0,0,1,2,0.31,1,0,0,0,0,1,Matches
116,113,Jaidon Anthony,eng ENG,"MF,FW",Bournemouth,eng Premier League,22,1999,14.0,38,2.72,28,3,4,1,1,1,4,0.29,2,0,1,0,1,0,Matches
117,114,Janis Antiste,fr FRA,FW,Sassuolo,it Serie A,19,2002,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
118,115,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,26,1996,32.6,39,1.20,28,4,2,5,0,0,5,0.15,3,0,0,2,0,0,Matches
119,116,Josep Antoni Gayá,es ESP,"DF,MF",Mallorca,es La Liga,22,2000,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
120,117,José Antonio,es ESP,"MF,DF",Cádiz,es La Liga,18,2004,0.5,1,1.91,1,0,0,0,0,0,1,1.91,1,0,0,0,0,0,Matches
121,118,Marcos Antônio,br BRA,MF,Lazio,it Serie A,22,2000,6.6,9,1.37,7,0,1,0,1,0,3,0.46,2,0,1,0,0,0,Matches
122,119,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,32,1990,20.3,39,1.92,24,0,7,3,5,0,9,0.44,6,0,3,0,0,0,Matches
123,120,Antony,br BRA,FW,Manchester Utd,eng Premier League,22,2000,20.0,74,3.69,61,0,5,3,4,1,7,0.35,6,0,1,0,0,0,Matches
124,121,Valentin Antov,bg BUL,DF,Monza,it Serie A,21,2000,3.4,2,0.59,2,0,0,0,0,0,1,0.29,1,0,0,0,0,0,Matches
125,122,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,28,1994,22.0,79,3.59,46,16,5,3,9,0,12,0.54,7,1,2,0,2,0,Matches
126,123,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,27,1995,2.3,4,1.71,2,0,1,0,0,1,1,0.43,0,0,1,0,0,0,Matches
127,124,Houssem Aouar,dz ALG,MF,Lyon,fr Ligue 1,24,1998,5.8,15,2.57,9,0,3,3,0,0,2,0.34,2,0,0,0,0,0,Matches
128,125,Adil Aouchiche,fr FRA,MF,Lorient,fr Ligue 1,20,2002,2.8,5,1.80,3,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
129,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
130,126,Dennis Appiah,fr FRA,"DF,MF",Nantes,fr Ligue 1,30,1992,8.8,11,1.25,8,1,2,0,0,0,1,0.11,1,0,0,0,0,0,Matches
131,127,Stredair Appuah,fr FRA,"DF,MF",Nantes,fr Ligue 1,18,2004,0.7,6,8.18,5,0,1,0,0,0,1,1.36,1,0,0,0,0,0,Matches
132,128,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,26,1995,11.0,25,2.27,8,14,1,1,0,1,3,0.27,2,1,0,0,0,0,Matches
133,129,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,33,1989,5.5,10,1.83,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
134,130,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,23,1999,20.0,18,0.90,15,0,0,3,0,0,6,0.30,5,0,0,1,0,0,Matches
135,131,Cameron Archer,eng ENG,"FW,MF",Aston Villa,eng Premier League,21,2001,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
136,132,Taïryk Arconte,fr FRA,FW,Brest,fr Ligue 1,18,2003,1.4,3,2.11,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
137,133,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,29,1993,3.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
138,134,Adu Ares,es ESP,"FW,MF",Athletic Club,es La Liga,20,2001,0.9,12,13.01,7,0,2,1,2,0,0,0.00,0,0,0,0,0,0,Matches
139,135,Joe Aribo,ng NGA,"MF,FW",Southampton,eng Premier League,26,1996,13.6,27,1.99,23,0,1,1,1,1,2,0.15,1,0,1,0,0,0,Matches
140,136,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,25,1997,14.8,24,1.62,19,0,2,1,1,1,2,0.13,1,0,0,0,0,1,Matches
141,137,Stuart Armstrong,sct SCO,"MF,FW",Southampton,eng Premier League,30,1992,15.6,50,3.20,39,1,0,6,4,0,2,0.13,1,0,0,0,1,0,Matches
142,138,Marko Arnautović,at AUT,FW,Bologna,it Serie A,33,1989,17.0,44,2.58,36,0,3,2,3,0,5,0.29,3,0,1,0,1,0,Matches
143,139,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,28,1994,30.7,82,2.67,41,35,1,3,2,0,10,0.33,5,3,0,1,1,0,Matches
144,140,Mohamed El Arouch,fr FRA,MF,Lyon,fr Ligue 1,18,2004,0.0,1,90.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
145,141,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,20,2001,0.2,3,14.21,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
146,142,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,27,1994,28.5,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
147,143,Roberto Arroyo,es ESP,MF,Valladolid,es La Liga,18,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
148,144,Tolgay Arslan,de GER,MF,Udinese,it Serie A,31,1990,13.5,44,3.28,30,5,3,1,4,1,0,0.00,0,0,0,0,0,0,Matches
149,145,Ricard Artero,es ESP,"MF,FW",Girona,es La Liga,19,2003,1.5,1,0.68,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
150,146,Santiago Arzamendia,py PAR,"DF,MF",Cádiz,es La Liga,24,1998,5.4,11,2.05,8,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
151,147,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,27,1994,19.0,56,2.94,39,1,2,7,6,1,8,0.42,6,0,1,1,0,0,Matches
152,148,Santiago Ascacíbar,ar ARG,MF,Cremonese,it Serie A,25,1997,8.1,25,3.09,17,1,0,7,0,0,3,0.37,1,0,0,2,0,0,Matches
153,149,Sergio Asenjo,es ESP,GK,Valladolid,es La Liga,33,1989,10.0,2,0.20,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
154,150,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,26,1996,16.0,76,4.74,47,16,6,4,3,0,12,0.75,7,2,2,0,1,0,Matches
155,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
